,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal,survey
8,24,24,24,24,COMMIMPH_W32,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","How important is it to you, personally, to live in a community where most people share your religious views","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W32
9,51,51,51,51,HARASS2F1_W32,"{1.0: 'More opportunities for women in the workplace', 2.0: 'Fewer opportunities for women in the workplace', 3.0: ""Won't make much of a difference"", 99.0: 'Refused'}","In the long run, do you think the increased focus on sexual harassment and assault will lead to","['More opportunities for women in the workplace', 'Fewer opportunities for women in the workplace', ""Won't make much of a difference"", 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W32
10,59,59,59,59,VALUERURAL_W32,"{1.0: 'Very similar to your values', 2.0: 'Somewhat similar to your values', 3.0: 'Somewhat different from your values', 4.0: 'Very different from your values', 99.0: 'Refused'}","In general, do you think most people who live in rural areas have values that are","['Very similar to your values', 'Somewhat similar to your values', 'Somewhat different from your values', 'Very different from your values', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W32
11,61,61,61,61,NEIGHINTERA_W32,"{1.0: 'Every day', 2.0: 'Several times a week', 3.0: 'About once a week', 4.0: 'About once a month', 5.0: 'Less than once a month', 6.0: 'Never', 99.0: 'Refused'}","In general, how often, if ever, would you say you have face-to-face conversations with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]",Pew_American_Trends_Panel_W32
12,62,62,62,62,NEIGHINTERB_W32,"{1.0: 'Every day', 2.0: 'Several times a week', 3.0: 'About once a week', 4.0: 'About once a month', 5.0: 'Less than once a month', 6.0: 'Never', 99.0: 'Refused'}","In general, how often, if ever, would you say you talk on the phone with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]",Pew_American_Trends_Panel_W32
13,66,66,66,66,NEIGHKIDS_W32,"{1.0: 'Yes', 2.0: 'No', 8.0: 'Does not apply', 99.0: 'Refused'}",Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,"['Yes', 'No', 'Does not apply', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W32
14,67,67,67,67,NEIGHSAMEA_W32,"{1.0: 'All of them', 2.0: 'Most of them', 3.0: 'About half', 4.0: 'Only some of them', 5.0: 'None of them', 99.0: 'Refused'}","As far as you know, how many of your neighbors are the same race or ethnicity as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W32
15,71,71,71,71,IMMIMPACT_W32,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 3.0: 'Neither positive nor negative', 99.0: 'Refused'}","Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W32
16,80,80,80,80,WILLMOVE_W32,"{1.0: 'Very likely', 2.0: 'Somewhat likely', 3.0: 'Not too likely', 4.0: 'Not at all likely', 99.0: 'Refused'}","Regardless of whether you would want to move, how likely is it that you will move to a different community at some point in the future?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W32
17,81,81,81,81,MOVEURBAN_W32,"{1.0: 'Stay in an urban area', 2.0: 'Move to a suburban area', 3.0: 'Move to a rural area', 99.0: 'Refused'}","If you could move to a different community, would you want to","['Stay in an urban area', 'Move to a suburban area', 'Move to a rural area', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W32
18,82,82,82,82,MOVESUBURB_W32,"{1.0: 'Stay in a suburban area', 2.0: 'Move to an urban area', 3.0: 'Move to a rural area', 99.0: 'Refused'}","If you could move to a different community, would you want to","['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W32
19,83,83,83,83,MOVERURAL_W32,"{1.0: 'Stay in a rural area', 2.0: 'Move to an urban area', 3.0: 'Move to a suburban area', 99.0: 'Refused'}","If you could move to a different community, would you want to","['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W32
20,84,84,84,84,ETHNCMAJ_W32,"{1.0: 'Good for the country', 2.0: 'Bad for the country', 3.0: 'Neither good nor bad for the country', 99.0: 'Refused'}","According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is","['Good for the country', 'Bad for the country', 'Neither good nor bad for the country', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W32
21,90,90,90,90,WHADVANT_W32,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W32
22,91,91,91,91,GAYMARR2_W32,"{1.0: 'Very good thing', 2.0: 'Somewhat good thing', 3.0: 'Somewhat bad thing', 4.0: 'Very bad thing', 99.0: 'Refused'}","As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?","['Very good thing', 'Somewhat good thing', 'Somewhat bad thing', 'Very bad thing', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W32
23,95,95,95,95,CLASS_W32,"{1.0: 'Upper class', 2.0: 'Upper-middle class', 3.0: 'Middle class', 4.0: 'Lower-middle class', 5.0: 'Lower class', 99.0: 'Refused'}","If you were asked to use one of these commonly used names for the social classes, which would you say you belong in?","['Upper class', 'Upper-middle class', 'Middle class', 'Lower-middle class', 'Lower class', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W32
0,9,9,9,9,EAT1_W34,"{1.0: 'All of the time', 2.0: 'More than half of the time', 3.0: 'About half of the time', 4.0: 'Less than half of the time', 5.0: 'Never', 99.0: 'Refused'}",How often do you choose foods to eat because they are healthy and nutritious?,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W34
1,10,10,10,10,EAT2_W34,"{1.0: 'All of the time', 2.0: 'More than half of the time', 3.0: 'About half of the time', 4.0: 'Less than half of the time', 5.0: 'Never', 99.0: 'Refused'}",How often do you choose foods to eat because they are easy and most convenient?,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W34
2,18,18,18,18,FUD22_W34,"{1.0: 'Most of it', 2.0: 'Some of it', 3.0: 'Not too much', 4.0: 'None at all', 99.0: 'Refused'}",How much of the food you eat is organic?,"['Most of it', 'Some of it', 'Not too much', 'None at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
3,19,19,19,19,FUD24_W34,"{1.0: ""Better for one's health than conventionally grown foods"", 2.0: ""Worse for one's health than conventionally grown foods"", 3.0: ""Neither better nor worse for one's health than conventionally grown foods"", 99.0: 'Refused'}",Do you think organic fruits and vegetables are generally,"[""Better for one's health than conventionally grown foods"", ""Worse for one's health than conventionally grown foods"", ""Neither better nor worse for one's health than conventionally grown foods"", 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W34
4,21,21,21,21,EAT5B_W34,"{1.0: 'A great deal of health risk', 2.0: 'Some health risk', 3.0: 'Not too much health risk', 4.0: 'No health risk at all', 99.0: 'Refused'}","How much health risk, if any, does eating meat from animals that have been given antibiotics or hormones have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
5,22,22,22,22,EAT5C_W34,"{1.0: 'A great deal of health risk', 2.0: 'Some health risk', 3.0: 'Not too much health risk', 4.0: 'No health risk at all', 99.0: 'Refused'}","How much health risk, if any, does eating food and drinks with artificial coloring have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
6,23,23,23,23,EAT5D_W34,"{1.0: 'A great deal of health risk', 2.0: 'Some health risk', 3.0: 'Not too much health risk', 4.0: 'No health risk at all', 99.0: 'Refused'}","How much health risk, if any, does eating food and drinks with artificial preservatives have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
7,27,27,27,27,FUD33B_W34,"{1.0: 'Better for your health than foods with no genetically modified ingredients', 2.0: 'Worse for your health than foods with no genetically modified ingredients', 3.0: 'Neither better nor worse for your health than foods with no genetically modified ingredients', 99.0: 'Refused'}","Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally","['Better for your health than foods with no genetically modified ingredients', 'Worse for your health than foods with no genetically modified ingredients', 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W34
8,28,28,28,28,FUD35_W34,"{1.0: 'A great deal', 2.0: 'Some', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much do you, personally, care about the issue of genetically modified foods?","['A great deal', 'Some', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
9,29,29,29,29,FUD37A_W34,"{1.0: 'Very likely', 2.0: 'Fairly likely', 3.0: 'Not too likely', 4.0: 'Not at all likely', 99.0: 'Refused'}",How likely is it that genetically modified foods will lead to more affordably-priced food,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
10,30,30,30,30,FUD37B_W34,"{1.0: 'Very likely', 2.0: 'Fairly likely', 3.0: 'Not too likely', 4.0: 'Not at all likely', 99.0: 'Refused'}",How likely is it that genetically modified foods will lead to health problems for the population as a whole,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
11,31,31,31,31,FUD37C_W34,"{1.0: 'Very likely', 2.0: 'Fairly likely', 3.0: 'Not too likely', 4.0: 'Not at all likely', 99.0: 'Refused'}",How likely is it that genetically modified foods will create problems for the environment,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
12,59,59,59,59,EVOTHREE_W34,"{1.0: 'Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 2.0: 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 99.0: 'Refused'}","Which of these statements comes closer to your own views, even if neither is exactly right?","['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W34
13,60,60,60,60,EVOPERS3_W34,"{1.0: 'Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 2.0: 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 3.0: 'Humans have existed in their present form since the beginning of time', 99.0: 'Refused'}",Thinking about the development of human life on Earth which statement comes closest to your view?,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Humans have existed in their present form since the beginning of time', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W34
14,62,62,62,62,EVOBIOA_W34,"{1.0: 'Humans have evolved over time due to processes such as natural selection', 2.0: 'Humans have existed in their present form since the beginning of time', 8.0: 'Not sure', 99.0: 'Refused'}","From what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Not sure', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W34
15,63,63,63,63,EVOBIOB_W34,"{1.0: 'Humans have evolved over time due to processes such as natural selection', 2.0: 'Humans have existed in their present form since the beginning of time', 99.0: 'Refused'}","Even if you are not sure, from what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W34
0,1,1,1,1,ESSENPOLF1A_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
1,2,2,2,2,ESSENPOLF1B_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
2,4,4,4,4,ESSENPOLF1D_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
3,7,7,7,7,ESSENPOLF1G_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to be persuasive?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
4,8,8,8,8,ESSENPOLF1H_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
